ID	site	nation	POINT_X	POINT_Y	type	name	asset_no	caption	date_est	image
1495	JOHN D'OR PRAIRIE 215	Little Red River Cree Nation	-115.1026697	58.48419781	Building	Testing data: JOHN D'OR PRAIRIE 215:Building1495	861353-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1496	OLD FORT 217	Mikisew Cree First Nation	-111.4031554	58.43681107	Building	Testing data: OLD FORT 217:Building1496	304810-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1497	BUSHE RIVER 207	Dene Tha' First Nation	-116.9692666	58.47293363	Building	Testing data: BUSHE RIVER 207:Building1497	506149-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1498	CHIPEWYAN 201C	Athabasca Chipewyan First Nation	-110.911242	58.42397402	Building	Testing data: CHIPEWYAN 201C:Building1498	740186-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1499	CHIPEWYAN 201C	Athabasca Chipewyan First Nation	-110.9106883	58.42436848	Building	Testing data: CHIPEWYAN 201C:Building1499	421741-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1500	CHIPEWYAN 201C	Athabasca Chipewyan First Nation	-110.9127115	58.42464302	Building	Testing data: CHIPEWYAN 201C:Building1500	543906-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1501	CHIPEWYAN 201C	Athabasca Chipewyan First Nation	-110.9093535	58.42470651	Building	Testing data: CHIPEWYAN 201C:Building1501	561042-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1502	CHIPEWYAN 201C	Athabasca Chipewyan First Nation	-110.9085479	58.42515984	Building	Testing data: CHIPEWYAN 201C:Building1502	235118-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1503	CHIPEWYAN 201C	Athabasca Chipewyan First Nation	-110.9140216	58.42549916	Building	Testing data: CHIPEWYAN 201C:Building1503	144069-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1504	BUSHE RIVER 207	Dene Tha' First Nation	-116.988077	58.47545216	Building	Testing data: BUSHE RIVER 207:Building1504	763241-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1505	JOHN D'OR PRAIRIE 215	Little Red River Cree Nation	-115.0340057	58.49110411	Building	Testing data: JOHN D'OR PRAIRIE 215:Building1505	281089-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1506	CHIPEWYAN 201C	Athabasca Chipewyan First Nation	-110.9128231	58.42630167	Building	Testing data: CHIPEWYAN 201C:Building1506	218688-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1507	CHIPEWYAN 201C	Athabasca Chipewyan First Nation	-110.9102677	58.42635915	Building	Testing data: CHIPEWYAN 201C:Building1507	536060-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1508	CHIPEWYAN 201E	Athabasca Chipewyan First Nation	-110.9025297	58.42942775	Building	Testing data: CHIPEWYAN 201E:Building1508	280478-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1509	JOHN D'OR PRAIRIE 215	Little Red River Cree Nation	-115.0784993	58.49904841	Building	Testing data: JOHN D'OR PRAIRIE 215:Building1509	408298-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1510	CHILD LAKE 164A	Beaver First Nation	-116.6203425	58.48901918	Building	Testing data: CHILD LAKE 164A:Building1510	661308-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1511	FOX LAKE 162	Little Red River Cree Nation	-114.4821154	58.49981784	Building	Testing data: FOX LAKE 162:Building1511	806106-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1512	BUSHE RIVER 207	Dene Tha' First Nation	-117.0882117	58.48455484	Building	Testing data: BUSHE RIVER 207:Building1512	844360-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1513	JOHN D'OR PRAIRIE 215	Little Red River Cree Nation	-115.0684749	58.50242882	Building	Testing data: JOHN D'OR PRAIRIE 215:Building1513	341866-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1514	JOHN D'OR PRAIRIE 215	Little Red River Cree Nation	-115.0130849	58.50548997	Building	Testing data: JOHN D'OR PRAIRIE 215:Building1514	773917-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1515	CHILD LAKE 164A	Beaver First Nation	-116.5924523	58.49695375	Building	Testing data: CHILD LAKE 164A:Building1515	586070-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1516	CHILD LAKE 164A	Beaver First Nation	-116.5872902	58.50290132	Building	Testing data: CHILD LAKE 164A:Building1516	878100-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1517	CHIPEWYAN 201	Athabasca Chipewyan First Nation	-110.9517081	58.45543733	Building	Testing data: CHIPEWYAN 201:Building1517	340772-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1518	BUSHE RIVER 207	Dene Tha' First Nation	-117.040918	58.50444822	Building	Testing data: BUSHE RIVER 207:Building1518	575916-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1519	CHILD LAKE 164A	Beaver First Nation	-116.5691889	58.51195029	Building	Testing data: CHILD LAKE 164A:Building1519	760502-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1520	BEAVER RANCH 163B	Tallcree First Nation	-115.7981455	58.52212871	Building	Testing data: BEAVER RANCH 163B:Building1520	220181-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1521	BEAVER RANCH 163B	Tallcree First Nation	-115.7861375	58.5236282	Building	Testing data: BEAVER RANCH 163B:Building1521	266340-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1522	CHIPEWYAN 201	Athabasca Chipewyan First Nation	-111.0488484	58.46524909	Building	Testing data: CHIPEWYAN 201:Building1522	635413-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1523	BEAVER RANCH 163B	Tallcree First Nation	-115.7747714	58.52487095	Building	Testing data: BEAVER RANCH 163B:Building1523	460285-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1524	BEAVER RANCH 163B	Tallcree First Nation	-115.8064592	58.52563649	Building	Testing data: BEAVER RANCH 163B:Building1524	494380-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1525	BEAVER RANCH 163B	Tallcree First Nation	-115.7728771	58.52646768	Building	Testing data: BEAVER RANCH 163B:Building1525	623789-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1526	BEAVER RANCH 163B	Tallcree First Nation	-115.7849269	58.52691121	Building	Testing data: BEAVER RANCH 163B:Building1526	802971-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1527	BEAVER RANCH 163B	Tallcree First Nation	-115.8108106	58.52778125	Building	Testing data: BEAVER RANCH 163B:Building1527	159400-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1528	BEAVER RANCH 163B	Tallcree First Nation	-115.798226	58.52814608	Building	Testing data: BEAVER RANCH 163B:Building1528	572956-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1529	JOHN D'OR PRAIRIE 215	Little Red River Cree Nation	-115.0171985	58.53192178	Building	Testing data: JOHN D'OR PRAIRIE 215:Building1529	575615-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1530	JOHN D'OR PRAIRIE 215	Little Red River Cree Nation	-115.1046538	58.53403098	Building	Testing data: JOHN D'OR PRAIRIE 215:Building1530	577457-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1531	CHIPEWYAN 201	Athabasca Chipewyan First Nation	-110.8642428	58.46865977	Building	Testing data: CHIPEWYAN 201:Building1531	752149-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1532	BUSHE RIVER 207	Dene Tha' First Nation	-116.9997437	58.52563385	Building	Testing data: BUSHE RIVER 207:Building1532	222853-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1533	BUSHE RIVER 207	Dene Tha' First Nation	-117.0032976	58.5270832	Building	Testing data: BUSHE RIVER 207:Building1533	139834-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1534	CHIPEWYAN 201	Athabasca Chipewyan First Nation	-110.9030638	58.4806589	Building	Testing data: CHIPEWYAN 201:Building1534	111520-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1535	CHIPEWYAN 201	Athabasca Chipewyan First Nation	-110.8815795	58.48480931	Building	Testing data: CHIPEWYAN 201:Building1535	175211-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1536	CHIPEWYAN 201	Athabasca Chipewyan First Nation	-110.8791685	58.49292003	Building	Testing data: CHIPEWYAN 201:Building1536	398747-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1537	CHIPEWYAN 201	Athabasca Chipewyan First Nation	-110.974971	58.49735797	Building	Testing data: CHIPEWYAN 201:Building1537	407628-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1538	JOHN D'OR PRAIRIE 215	Little Red River Cree Nation	-115.1129974	58.56604822	Building	Testing data: JOHN D'OR PRAIRIE 215:Building1538	182932-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1539	JOHN D'OR PRAIRIE 215	Little Red River Cree Nation	-115.147085	58.56814459	Building	Testing data: JOHN D'OR PRAIRIE 215:Building1539	772891-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1540	CHIPEWYAN 201	Athabasca Chipewyan First Nation	-110.9342603	58.5131584	Building	Testing data: CHIPEWYAN 201:Building1540	221989-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1541	CHIPEWYAN 201	Athabasca Chipewyan First Nation	-110.9963487	58.53569929	Building	Testing data: CHIPEWYAN 201:Building1541	499892-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1542	CHIPEWYAN 201	Athabasca Chipewyan First Nation	-110.9967184	58.54744971	Building	Testing data: CHIPEWYAN 201:Building1542	838802-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1543	CHIPEWYAN 201A	Athabasca Chipewyan First Nation	-110.509343	58.55287808	Building	Testing data: CHIPEWYAN 201A:Building1543	589772-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1544	CHIPEWYAN 201A	Athabasca Chipewyan First Nation	-110.5474452	58.56126154	Building	Testing data: CHIPEWYAN 201A:Building1544	871412-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1545	CHIPEWYAN 201A	Athabasca Chipewyan First Nation	-110.6212593	58.57547728	Building	Testing data: CHIPEWYAN 201A:Building1545	534259-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1546	CHIPEWYAN 201A	Athabasca Chipewyan First Nation	-110.6099897	58.57658526	Building	Testing data: CHIPEWYAN 201A:Building1546	621347-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1547	CHIPEWYAN 201B	Athabasca Chipewyan First Nation	-110.7774605	58.5935724	Building	Testing data: CHIPEWYAN 201B:Building1547	309935-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1548	CHIPEWYAN 201B	Athabasca Chipewyan First Nation	-110.7776102	58.59376061	Building	Testing data: CHIPEWYAN 201B:Building1548	485727-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1549	CHIPEWYAN 201B	Athabasca Chipewyan First Nation	-110.7738259	58.59402841	Building	Testing data: CHIPEWYAN 201B:Building1549	510297-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1550	CHIPEWYAN 201B	Athabasca Chipewyan First Nation	-110.7782233	58.59488525	Building	Testing data: CHIPEWYAN 201B:Building1550	566668-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1551	CHIPEWYAN 201B	Athabasca Chipewyan First Nation	-110.775508	58.59484716	Building	Testing data: CHIPEWYAN 201B:Building1551	113021-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1552	CHIPEWYAN 201B	Athabasca Chipewyan First Nation	-110.7758328	58.59531946	Building	Testing data: CHIPEWYAN 201B:Building1552	482637-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
1553	CHIPEWYAN 201B	Athabasca Chipewyan First Nation	-110.7767629	58.59575891	Building	Testing data: CHIPEWYAN 201B:Building1553	480742-01	"this is testing data, not a real asset that exists"	1972-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
